time_sec,time_nsec,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
1733338811,631162390,0,0,0,0,0,1e-11,1
1733338811,650517333,0,0,0,0,0,1e-11,1
1733338811,670009686,0,0,0,0,0,1e-11,1
1733338811,690012186,0,0,0,0,0,1e-11,1
1733338811,710016607,0,0,0,0,0,1e-11,1
1733338811,729978851,0,0,0,0,0,1e-11,1
1733338811,750033992,0,0,0,0,0,1e-11,1
1733338811,770088461,0.00361702,-2.36794e-06,0,0,0,-0.00130933,1
1733338811,796244260,0.00723403,-9.47174e-06,0,0,0,-0.00261866,1
1733338811,810136759,0.010851,-2.13114e-05,0,0,0,-0.00392799,1
1733338811,829972954,0.014468,-3.78869e-05,0,0,0,-0.00523732,1
1733338811,850294785,0.018085,-5.91982e-05,0,0,0,-0.00654665,1
1733338811,870048292,0.0221274,-9.36025e-05,0,0,0,-0.0104746,1
1733338811,890918959,0.0261696,-0.000143885,0,0,0,-0.0144026,1
1733338811,910210126,0.0302116,-0.000210045,0,0,0,-0.0183306,1
1733338811,937035211,0.0342534,-0.000292082,0,0,0,-0.0222586,1
1733338811,949939189,0.0382947,-0.000389993,0,0,0,-0.0261866,1
1733338811,969984986,0.0425484,-0.000506983,0,0,0,-0.0288053,1
